text,label
"Dear User96,

Your account has been suspended. Click https://secure-login.example.com/000096 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User45,

Your account has been suspended. Click https://secure-login.example.com/000045 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User37,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000037

Thank you.",1
"Dear User67,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User42,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User195,

Your account has been suspended. Click https://secure-login.example.com/000195 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User121,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User168,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Attention User10,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000010

Thank you.",1
"Dear User72,

Your account has been suspended. Click https://secure-login.example.com/000072 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User196,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000065

Billing Dept.",1
"Dear User117,

Your account has been suspended. Click https://secure-login.example.com/000117 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hello User17,

Your request has been processed. The shipment tracking number is TRK00017.

Thanks,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000008

Billing Dept.",1
"Dear User124,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User187,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User21,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User20,

Your request has been processed. The shipment tracking number is TRK00020.

Thanks,
Alice",0
"Dear User145,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000023

Billing Dept.",1
"Hello User14,

Your request has been processed. The shipment tracking number is TRK00014.

Thanks,
Alice",0
"Dear User61,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Attention User88,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000088

Thank you.",1
"Dear User6,

Your account has been suspended. Click https://secure-login.example.com/000006 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User12,

Your account has been suspended. Click https://secure-login.example.com/000012 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User24,

Your account has been suspended. Click https://secure-login.example.com/000024 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hello User92,

Your request has been processed. The shipment tracking number is TRK00092.

Thanks,
Alice",0
"Attention User106,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000106

Thank you.",1
"Dear User4,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User114,

Your account has been suspended. Click https://secure-login.example.com/000114 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User82,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User153,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hi User0,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User189,

Your account has been suspended. Click https://secure-login.example.com/000189 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User91,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000091

Thank you.",1
"Attention User112,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000112

Thank you.",1
"Dear User199,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000110

Billing Dept.",1
"Hello User41,

Your request has been processed. The shipment tracking number is TRK00041.

Thanks,
Alice",0
"Attention User70,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000070

Thank you.",1
"Hello User95,

Your request has been processed. The shipment tracking number is TRK00095.

Thanks,
Alice",0
"Hi User39,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User50,

Your request has been processed. The shipment tracking number is TRK00050.

Thanks,
Alice",0
"Hello User155,

Your request has been processed. The shipment tracking number is TRK00155.

Thanks,
Alice",0
"Dear User54,

Your account has been suspended. Click https://secure-login.example.com/000054 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User163,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User15,

Your account has been suspended. Click https://secure-login.example.com/000015 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User76,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User160,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Attention User61,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000061

Thank you.",1
"Hi User27,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User33,

Your account has been suspended. Click https://secure-login.example.com/000033 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User129,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User91,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000056

Billing Dept.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000086

Billing Dept.",1
"Dear User1,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000125

Billing Dept.",1
"Hello User80,

Your request has been processed. The shipment tracking number is TRK00080.

Thanks,
Alice",0
"Attention User22,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000022

Thank you.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000140

Billing Dept.",1
"Dear User198,

Your account has been suspended. Click https://secure-login.example.com/000198 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User160,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000160

Thank you.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000119

Billing Dept.",1
"Dear User58,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello User5,

Your request has been processed. The shipment tracking number is TRK00005.

Thanks,
Alice",0
"Hello User128,

Your request has been processed. The shipment tracking number is TRK00128.

Thanks,
Alice",0
"Dear User39,

Your account has been suspended. Click https://secure-login.example.com/000039 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User195,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User197,

Your request has been processed. The shipment tracking number is TRK00197.

Thanks,
Alice",0
"Hello User32,

Your request has been processed. The shipment tracking number is TRK00032.

Thanks,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000161

Billing Dept.",1
"Attention User163,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000163

Thank you.",1
"Hi User78,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User56,

Your request has been processed. The shipment tracking number is TRK00056.

Thanks,
Alice",0
"Hi User24,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User46,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Attention User52,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000052

Thank you.",1
"Dear User60,

Your account has been suspended. Click https://secure-login.example.com/000060 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User70,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000191

Billing Dept.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000137

Billing Dept.",1
"Attention User4,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000004

Thank you.",1
"Attention User19,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000019

Thank you.",1
"Hello User134,

Your request has been processed. The shipment tracking number is TRK00134.

Thanks,
Alice",0
"Dear User75,

Your account has been suspended. Click https://secure-login.example.com/000075 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User175,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000175

Thank you.",1
"Hi User126,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User192,

Your account has been suspended. Click https://secure-login.example.com/000192 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User148,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000148

Thank you.",1
"Dear User73,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Attention User34,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000034

Thank you.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000002

Billing Dept.",1
"Attention User55,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000055

Thank you.",1
"Dear User99,

Your account has been suspended. Click https://secure-login.example.com/000099 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User103,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000103

Thank you.",1
"Dear User90,

Your account has been suspended. Click https://secure-login.example.com/000090 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User108,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hi User33,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User137,

Your request has been processed. The shipment tracking number is TRK00137.

Thanks,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000005

Billing Dept.",1
"Hello User161,

Your request has been processed. The shipment tracking number is TRK00161.

Thanks,
Alice",0
"Dear User183,

Your account has been suspended. Click https://secure-login.example.com/000183 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User117,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User28,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User166,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User168,

Your account has been suspended. Click https://secure-login.example.com/000168 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User85,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000085

Thank you.",1
"Hi User138,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Attention User199,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000199

Thank you.",1
"Dear User36,

Your account has been suspended. Click https://secure-login.example.com/000036 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User123,

Your account has been suspended. Click https://secure-login.example.com/000123 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000194

Billing Dept.",1
"Attention User73,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000073

Thank you.",1
"Hi User87,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User111,

Your account has been suspended. Click https://secure-login.example.com/000111 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User36,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User136,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello User107,

Your request has been processed. The shipment tracking number is TRK00107.

Thanks,
Alice",0
"Dear User181,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User189,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User83,

Your request has been processed. The shipment tracking number is TRK00083.

Thanks,
Alice",0
"Hi User186,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000032

Billing Dept.",1
"Dear User171,

Your account has been suspended. Click https://secure-login.example.com/000171 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User153,

Your account has been suspended. Click https://secure-login.example.com/000153 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User51,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000188

Billing Dept.",1
"Attention User142,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000142

Thank you.",1
"Dear User148,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello User116,

Your request has been processed. The shipment tracking number is TRK00116.

Thanks,
Alice",0
"Hello User23,

Your request has been processed. The shipment tracking number is TRK00023.

Thanks,
Alice",0
"Hello User35,

Your request has been processed. The shipment tracking number is TRK00035.

Thanks,
Alice",0
"Hello User98,

Your request has been processed. The shipment tracking number is TRK00098.

Thanks,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000095

Billing Dept.",1
"Hello User185,

Your request has been processed. The shipment tracking number is TRK00185.

Thanks,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000116

Billing Dept.",1
"Attention User121,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000121

Thank you.",1
"Hi User150,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Attention User82,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000082

Thank you.",1
"Dear User40,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User193,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User63,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000074

Billing Dept.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000035

Billing Dept.",1
"Dear User22,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hi User135,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Attention User109,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000109

Thank you.",1
"Hello User176,

Your request has been processed. The shipment tracking number is TRK00176.

Thanks,
Alice",0
"Hi User183,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User49,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello User194,

Your request has been processed. The shipment tracking number is TRK00194.

Thanks,
Alice",0
"Attention User181,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000181

Thank you.",1
"Attention User190,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000190

Thank you.",1
"Dear User172,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello User110,

Your request has been processed. The shipment tracking number is TRK00110.

Thanks,
Alice",0
"Dear User79,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User165,

Your account has been suspended. Click https://secure-login.example.com/000165 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hi User174,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Attention User184,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000184

Thank you.",1
"Attention User157,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000157

Thank you.",1
"Hi User81,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hi User3,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User142,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000101

Billing Dept.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000029

Billing Dept.",1
"Dear User112,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000014

Billing Dept.",1
"Attention User187,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000187

Thank you.",1
"Dear User159,

Your account has been suspended. Click https://secure-login.example.com/000159 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User132,

Your account has been suspended. Click https://secure-login.example.com/000132 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User166,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000166

Thank you.",1
"Hello User101,

Your request has been processed. The shipment tracking number is TRK00101.

Thanks,
Alice",0
"Dear User87,

Your account has been suspended. Click https://secure-login.example.com/000087 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Dear User13,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User108,

Your account has been suspended. Click https://secure-login.example.com/000108 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Attention User58,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000058

Thank you.",1
"Hello User119,

Your request has been processed. The shipment tracking number is TRK00119.

Thanks,
Alice",0
"Hi User111,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User47,

Your request has been processed. The shipment tracking number is TRK00047.

Thanks,
Alice",0
"Hi User15,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Dear User16,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Attention User16,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000016

Thank you.",1
"Dear User102,

Your account has been suspended. Click https://secure-login.example.com/000102 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hello User44,

Your request has been processed. The shipment tracking number is TRK00044.

Thanks,
Alice",0
"Attention User79,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000079

Thank you.",1
"Attention User196,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000196

Thank you.",1
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000146

Billing Dept.",1
"Dear User52,

Please find the meeting notes attached. Let me know if you want to schedule a follow-up.

Regards,
Alice",0
"Dear User177,

Your account has been suspended. Click https://secure-login.example.com/000177 to verify your details immediately or your access will be revoked.

Sincerely,
Support Team",1
"Hello User71,

Your request has been processed. The shipment tracking number is TRK00071.

Thanks,
Alice",0
"Hi User114,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hello User125,

Your request has been processed. The shipment tracking number is TRK00125.

Thanks,
Alice",0
"Hello User140,

Your request has been processed. The shipment tracking number is TRK00140.

Thanks,
Alice",0
"Hello,

You have an unpaid invoice. View it now at https://invoice-pay.example.org/invoice/000179

Billing Dept.",1
"Hi User12,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Hi User57,

Thanks for your message. I'll review the attached file and follow up by end of day.

Best,
Alice",0
"Attention User127,

We've noticed unusual activity. Please reset your password here: http://update-account.example.net/reset?u=000127

Thank you.",1
